0.000	24.068
1.000	24.066
2.000	24.065
3.000	24.064
4.000	24.062
5.000	24.061
6.000	24.060
7.000	24.058
8.000	24.057
9.000	24.055
10.000	24.054
11.000	24.053
12.000	24.051
13.000	24.050
14.000	24.049
15.000	24.047
16.000	24.046
17.000	24.044
18.000	24.043
19.000	24.042
20.000	24.040
21.000	24.039
22.000	24.038
23.000	24.036
24.000	24.035
25.000	24.033
26.000	24.032
27.000	24.031
28.000	24.029
29.000	24.028
30.000	24.027
31.000	24.025
32.000	24.024
33.000	24.022
34.000	24.021
35.000	24.020
36.000	24.018
37.000	24.017
38.000	24.016
39.000	24.014
40.000	24.013
41.000	24.011
42.000	24.010
43.000	24.009
44.000	24.007
45.000	24.006
46.000	24.005
47.000	24.003
48.000	24.002
49.000	24.000
50.000	23.999
51.000	23.998
52.000	23.996
53.000	23.995
54.000	23.994
55.000	23.992
56.000	23.991
57.000	23.989
58.000	23.988
59.000	23.987
60.000	23.985
61.000	23.984
62.000	23.983
63.000	23.981
64.000	23.980
65.000	23.978
66.000	23.977
67.000	23.976
68.000	23.974
69.000	23.973
70.000	23.972
71.000	23.970
72.000	23.969
73.000	23.967
74.000	23.966
75.000	23.965
76.000	23.963
77.000	23.962
78.000	23.961
79.000	23.959
80.000	23.958
81.000	23.956
82.000	23.955
83.000	23.954
84.000	23.952
85.000	23.951
86.000	23.950
87.000	23.948
88.000	23.947
89.000	23.945
90.000	23.944
91.000	23.943
92.000	23.941
93.000	23.940
94.000	23.939
95.000	23.937
96.000	23.936
97.000	23.934
98.000	23.933
99.000	23.932
100.000	23.930
101.000	23.929
102.000	23.928
103.000	23.926
104.000	23.925
105.000	23.923
106.000	23.922
107.000	23.921
108.000	23.919
109.000	23.918
110.000	23.917
111.000	23.915
112.000	23.914
113.000	23.912
114.000	23.911
115.000	23.910
116.000	23.908
117.000	23.907
118.000	23.905
119.000	23.904
120.000	23.903
121.000	23.901
122.000	23.900
123.000	23.899
124.000	23.897
125.000	23.896
126.000	23.894
127.000	23.893
128.000	23.892
129.000	23.890
130.000	23.889
131.000	23.888
132.000	23.886
133.000	23.885
134.000	23.883
135.000	23.882
136.000	23.881
137.000	23.879
138.000	23.878
139.000	23.877
140.000	23.875
141.000	23.874
142.000	23.872
143.000	23.871
144.000	23.870
145.000	23.868
146.000	23.867
147.000	23.866
148.000	23.864
149.000	23.863
150.000	23.861
151.000	23.860
152.000	23.859
153.000	23.857
154.000	23.856
155.000	23.855
156.000	23.853
157.000	23.852
158.000	23.850
159.000	23.849
160.000	23.848
161.000	23.846
162.000	23.845
163.000	23.844
164.000	23.842
165.000	23.841
166.000	23.839
167.000	23.838
168.000	23.837
169.000	23.835
170.000	23.834
171.000	23.833
172.000	23.831
173.000	23.830
174.000	23.828
175.000	23.827
176.000	23.826
177.000	23.824
178.000	23.823
179.000	23.822
180.000	23.820
181.000	23.819
182.000	23.817
183.000	23.816
184.000	23.815
185.000	23.813
186.000	23.812
187.000	23.811
188.000	23.809
189.000	23.808
190.000	23.806
191.000	23.805
192.000	23.804
193.000	23.802
194.000	23.801
195.000	23.800
196.000	23.798
197.000	23.797
198.000	23.795
199.000	23.794
200.000	23.793
201.000	23.791
202.000	23.790
203.000	23.789
204.000	23.787
205.000	23.786
206.000	23.784
207.000	23.783
208.000	23.782
209.000	23.780
210.000	23.779
211.000	23.778
212.000	23.776
213.000	23.775
214.000	23.773
215.000	23.772
216.000	23.771
217.000	23.769
218.000	23.768
219.000	23.767
220.000	23.765
221.000	23.764
222.000	23.762
223.000	23.761
224.000	23.760
225.000	23.758
226.000	23.757
227.000	23.756
228.000	23.754
229.000	23.753
230.000	23.751
231.000	23.750
232.000	23.749
233.000	23.747
234.000	23.746
235.000	23.745
236.000	23.743
237.000	23.742
238.000	23.740
239.000	23.739
240.000	23.738
241.000	23.736
242.000	23.735
243.000	23.734
244.000	23.732
245.000	23.731
246.000	23.729
247.000	23.728
248.000	23.727
249.000	23.725
250.000	23.724
251.000	23.722
252.000	23.721
253.000	23.720
254.000	23.718
255.000	23.717
256.000	23.716
257.000	23.714
258.000	23.713
259.000	23.711
260.000	23.710
261.000	23.709
262.000	23.707
263.000	23.706
